,date,code,weight
4,2016-07-29,000652.SZ,0.03966360992591062
5,2016-07-29,600823.SH,0.10732809908439978
6,2016-07-29,600551.SH,0.05568565845216851
7,2016-07-29,002309.SZ,0.05875036564734619
8,2016-07-29,600418.SH,0.094747034533543
9,2016-07-29,600970.SH,0.06390515525115022
10,2016-07-29,002727.SZ,0.06840093093745703
11,2016-07-29,603001.SH,0.04339866690443924
12,2016-07-29,600894.SH,0.06706337176351536
13,2016-07-29,603328.SH,0.07070547549880433
14,2016-07-29,601908.SH,0.07478443989110892
0,2016-08-31,600894.SH,0.08095820799801298
1,2016-08-31,600859.SH,0.06058396848730841
2,2016-08-31,600260.SH,0.058411363558932256
3,2016-08-31,600329.SH,0.07631009752100401
4,2016-08-31,600458.SH,0.07643293954365625
5,2016-08-31,600970.SH,0.06789620504927357
6,2016-08-31,603001.SH,0.04631459991803696
7,2016-08-31,000488.SZ,0.09382494037388286
8,2016-08-31,000900.SZ,0.040848707944664234
9,2016-08-31,000572.SZ,0.04427766621674752
10,2016-08-31,600004.SH,0.07953582113720739
11,2016-08-31,000587.SZ,0.08308209298953635
12,2016-08-31,600039.SH,0.060494196419201444
13,2016-08-31,600537.SH,0.049975687688889346
